Input; Oracle; Reward; EpisodeLength; Sensitivity; Coverage; Generation; TestExecTime; CoverageTime; RunTime; CrashTime
[-0.58319694, 0.        ]; False; -109.0; 109; None; None; 0; 0.03943324089050293; None; 1768397769.7927253; None
[-0.43347117, 0.        ]; False; -87.0; 87; None; None; 0; 0.022214651107788086; None; 1768397769.833131; None
[-0.44258034, 0.        ]; False; -89.0; 89; None; None; 0; 0.028149127960205078; None; 1768397769.8604305; None
[-0.5521261, 0.       ]; False; -194.0; 194; None; None; 0; 0.05962061882019043; None; 1768397769.8895798; None
[-0.42470315, 0.        ]; False; -86.0; 86; None; None; 0; 0.028443336486816406; None; 1768397769.9502175; None
[-0.5882864, 0.       ]; False; -108.0; 108; None; None; 0; 0.030211210250854492; None; 1768397769.9796607; None
[-0.5327766, 0.       ]; True; -200.0; 200; None; None; 0; 0.06476211547851562; None; 1768397770.0108438; 2.3034465312957764
[-0.5699441, 0.       ]; False; -142.0; 142; None; None; 0; 0.045250892639160156; None; 1768397770.0756059; None
[-0.5099321, 0.       ]; True; -200.0; 200; None; None; 0; 0.059558868408203125; None; 1768397770.124932; 2.417534828186035
[-0.44073513, 0.        ]; False; -89.0; 89; None; None; 0; 0.03072071075439453; None; 1768397770.184491; None
[-0.5538716, 0.       ]; False; -194.0; 194; None; None; 0; 0.062192678451538086; None; 1768397770.2152116; None
[-0.58959574, 0.        ]; False; -107.0; 107; None; None; 0; 0.030333518981933594; None; 1768397770.279407; None
[-0.51908964, 0.        ]; True; -200.0; 200; None; None; 0; 0.06295108795166016; None; 1768397770.3097405; 2.6023433208465576
[-0.56029737, 0.        ]; False; -198.0; 198; None; None; 0; 0.06254220008850098; None; 1768397770.3726916; None
[-0.5818494, 0.       ]; False; -110.0; 110; None; None; 0; 0.03159809112548828; None; 1768397770.437237; None
[-0.4839335, 0.       ]; False; -123.0; 123; None; None; 0; 0.04049086570739746; None; 1768397770.4692; None
[-0.5402608, 0.       ]; True; -200.0; 200; None; None; 0; 0.06150698661804199; None; 1768397770.5106905; 2.803293228149414
[-0.46560103, 0.        ]; False; -96.0; 96; None; None; 0; 0.027300119400024414; None; 1768397770.5731993; None
[-0.5600969, 0.       ]; False; -198.0; 198; None; None; 0; 0.06253623962402344; None; 1768397770.6045544; None
[-0.41157737, 0.        ]; False; -84.0; 84; None; None; 0; 0.028551340103149414; None; 1768397770.6680908; None
[-0.52697796, 0.        ]; True; -200.0; 200; None; None; 0; 0.05843091011047363; None; 1768397770.6986434; 2.991246223449707
[-0.57890093, 0.        ]; False; -133.0; 133; None; None; 0; 0.04024362564086914; None; 1768397770.758074; None
[-0.47417837, 0.        ]; False; -102.0; 102; None; None; 0; 0.037518978118896484; None; 1768397770.8024054; None
[-0.41456908, 0.        ]; False; -84.0; 84; None; None; 0; 0.021093368530273438; None; 1768397770.8418534; None
[-0.51192456, 0.        ]; True; -200.0; 200; None; None; 0; 0.05873727798461914; None; 1768397770.8669672; 3.1595699787139893
[-0.4090819, 0.       ]; False; -84.0; 84; None; None; 0; 0.02960038185119629; None; 1768397770.9297276; None
[-0.50002086, 0.        ]; True; -200.0; 200; None; None; 0; 0.05942845344543457; None; 1768397770.9603288; 3.252931594848633
[-0.51495427, 0.        ]; True; -200.0; 200; None; None; 0; 0.06168389320373535; None; 1768397771.0197573; 3.3123600482940674
[-0.4759573, 0.       ]; False; -104.0; 104; None; None; 0; 0.04014182090759277; None; 1768397771.0814412; None
[-0.4009807, 0.       ]; False; -83.0; 83; None; None; 0; 0.02515697479248047; None; 1768397771.126827; None
[-0.41021127, 0.        ]; False; -84.0; 84; None; None; 0; 0.02803969383239746; None; 1768397771.151984; None
[-0.50799096, 0.        ]; True; -200.0; 200; None; None; 0; 0.061479806900024414; None; 1768397771.1811876; 3.473790407180786
[-0.44845423, 0.        ]; False; -91.0; 91; None; None; 0; 0.03327298164367676; None; 1768397771.2426674; None
[-0.50051546, 0.        ]; True; -200.0; 200; None; None; 0; 0.05859804153442383; None; 1768397771.2769399; 3.569542646408081
[-0.49413756, 0.        ]; False; -158.0; 158; None; None; 0; 0.04644274711608887; None; 1768397771.3375375; None
[-0.44284287, 0.        ]; False; -89.0; 89; None; None; 0; 0.03236222267150879; None; 1768397771.3839803; None
[-0.5170688, 0.       ]; True; -200.0; 200; None; None; 0; 0.05841636657714844; None; 1768397771.4186292; 3.7112319469451904
[-0.45310327, 0.        ]; False; -92.0; 92; None; None; 0; 0.03020787239074707; None; 1768397771.4810894; None
[-0.45777142, 0.        ]; False; -93.0; 93; None; None; 0; 0.03127288818359375; None; 1768397771.5123136; None
[-0.41358808, 0.        ]; False; -84.0; 84; None; None; 0; 0.024166584014892578; None; 1768397771.5435865; None
[-0.5770135, 0.       ]; False; -135.0; 135; None; None; 0; 0.041464805603027344; None; 1768397771.571784; None
[-0.454197, 0.      ]; False; -92.0; 92; None; None; 0; 0.032564640045166016; None; 1768397771.6142492; None
[-0.41451523, 0.        ]; False; -84.0; 84; None; None; 0; 0.02613520622253418; None; 1768397771.6478138; None
[-0.40641475, 0.        ]; False; -83.0; 83; None; None; 0; 0.0262911319732666; None; 1768397771.6749492; None
[-0.5970587, 0.       ]; False; -107.0; 107; None; None; 0; 0.03415036201477051; None; 1768397771.7012403; None
[-0.427272, 0.      ]; False; -86.0; 86; None; None; 0; 0.030353069305419922; None; 1768397771.7353907; None
[-0.403761, 0.      ]; False; -83.0; 83; None; None; 0; 0.027019739151000977; None; 1768397771.7667446; None
[-0.40855795, 0.        ]; False; -84.0; 84; None; None; 0; 0.02384495735168457; None; 1768397771.796095; None
[-0.5702472, 0.       ]; False; -142.0; 142; None; None; 0; 0.038816213607788086; None; 1768397771.8219447; None
[-0.40547425, 0.        ]; False; -83.0; 83; None; None; 0; 0.028247356414794922; None; 1768397771.8647685; None
[-0.4220129, 0.       ]; False; -85.0; 85; None; None; 0; 0.02422785758972168; None; 1768397771.8940167; None
[-0.43552524, 0.        ]; False; -88.0; 88; None; None; 0; 0.028081655502319336; None; 1768397771.9192433; None
[-0.5040024, 0.       ]; True; -200.0; 200; None; None; 0; 0.061492919921875; None; 1768397771.947325; 4.239927768707275
[-0.5535254, 0.       ]; False; -194.0; 194; None; None; 0; 0.06178402900695801; None; 1768397772.008818; None
[-0.4396239, 0.       ]; False; -88.0; 88; None; None; 0; 0.02777576446533203; None; 1768397772.0718415; None
[-0.41529396, 0.        ]; False; -85.0; 85; None; None; 0; 0.02656698226928711; None; 1768397772.100617; None
[-0.54677397, 0.        ]; True; -200.0; 200; None; None; 0; 0.06464576721191406; None; 1768397772.1281848; 4.420787572860718
[-0.49221313, 0.        ]; False; -158.0; 158; None; None; 0; 0.05011892318725586; None; 1768397772.193829; None
[-0.51144946, 0.        ]; True; -200.0; 200; None; None; 0; 0.059211015701293945; None; 1768397772.243948; 4.536550760269165
[-0.41379654, 0.        ]; False; -84.0; 84; None; None; 0; 0.025892972946166992; None; 1768397772.3071675; None
[-0.59189785, 0.        ]; False; -107.0; 107; None; None; 0; 0.0339968204498291; None; 1768397772.3330605; None
[-0.45359877, 0.        ]; False; -92.0; 92; None; None; 0; 0.029175281524658203; None; 1768397772.3716257; None
[-0.47712535, 0.        ]; False; -106.0; 106; None; None; 0; 0.030107975006103516; None; 1768397772.4018028; None
[-0.5943269, 0.       ]; False; -107.0; 107; None; None; 0; 0.03942131996154785; None; 1768397772.4319108; None
[-0.45615605, 0.        ]; False; -93.0; 93; None; None; 0; 0.028211593627929688; None; 1768397772.471332; None
[-0.59680164, 0.        ]; False; -107.0; 107; None; None; 0; 0.03312253952026367; None; 1768397772.4995437; None
[-0.4484098, 0.       ]; False; -91.0; 91; None; None; 0; 0.030791044235229492; None; 1768397772.5367246; None
[-0.49744827, 0.        ]; False; -158.0; 158; None; None; 0; 0.04848480224609375; None; 1768397772.5685158; None
[-0.41417915, 0.        ]; False; -84.0; 84; None; None; 0; 0.022586822509765625; None; 1768397772.6197934; None
[-0.5867835, 0.       ]; False; -108.0; 108; None; None; 0; 0.03516721725463867; None; 1768397772.6463962; None
[-0.43173656, 0.        ]; False; -87.0; 87; None; None; 0; 0.025450468063354492; None; 1768397772.6825635; None
[-0.586662, 0.      ]; False; -108.0; 108; None; None; 0; 0.033208370208740234; None; 1768397772.7110348; None
[-0.531138, 0.      ]; True; -200.0; 200; None; None; 0; 0.05861067771911621; None; 1768397772.7442431; 5.036845922470093
[-0.5139403, 0.       ]; True; -200.0; 200; None; None; 0; 0.060483455657958984; None; 1768397772.8078878; 5.100490570068359
[-0.40678757, 0.        ]; False; -84.0; 84; None; None; 0; 0.0221405029296875; None; 1768397772.872428; None
[-0.48755363, 0.        ]; False; -161.0; 161; None; None; 0; 0.046517372131347656; None; 1768397772.8985739; None
[-0.5482271, 0.       ]; True; -200.0; 200; None; None; 0; 0.06688165664672852; None; 1768397772.9450912; 5.237694025039673
[-0.5516648, 0.       ]; False; -194.0; 194; None; None; 0; 0.05825543403625488; None; 1768397773.011973; None
[-0.42237633, 0.        ]; False; -85.0; 85; None; None; 0; 0.02427816390991211; None; 1768397773.0702283; None
[-0.55482614, 0.        ]; False; -195.0; 195; None; None; 0; 0.06044912338256836; None; 1768397773.0985162; None
[-0.57508904, 0.        ]; False; -136.0; 136; None; None; 0; 0.042491912841796875; None; 1768397773.1630294; None
[-0.54233384, 0.        ]; True; -200.0; 200; None; None; 0; 0.0599827766418457; None; 1768397773.210289; 5.502891778945923
[-0.4827754, 0.       ]; False; -113.0; 113; None; None; 0; 0.04225778579711914; None; 1768397773.2702718; None
[-0.4891819, 0.       ]; False; -160.0; 160; None; None; 0; 0.054746150970458984; None; 1768397773.3125296; None
[-0.43805784, 0.        ]; False; -88.0; 88; None; None; 0; 0.030275344848632812; None; 1768397773.3672757; None
[-0.48790482, 0.        ]; False; -161.0; 161; None; None; 0; 0.05463910102844238; None; 1768397773.397551; None
[-0.5423158, 0.       ]; True; -200.0; 200; None; None; 0; 0.06269288063049316; None; 1768397773.4521902; 5.744792938232422
[-0.5174207, 0.       ]; True; -200.0; 200; None; None; 0; 0.06395792961120605; None; 1768397773.5194862; 5.812088966369629
[-0.4363758, 0.       ]; False; -88.0; 88; None; None; 0; 0.026269197463989258; None; 1768397773.5844607; None
[-0.47469872, 0.        ]; False; -103.0; 103; None; None; 0; 0.03625822067260742; None; 1768397773.6127226; None
[-0.40818447, 0.        ]; False; -84.0; 84; None; None; 0; 0.024219989776611328; None; 1768397773.6500437; None
[-0.5261191, 0.       ]; True; -200.0; 200; None; None; 0; 0.06562066078186035; None; 1768397773.6782835; 5.97088623046875
[-0.4894777, 0.       ]; False; -159.0; 159; None; None; 0; 0.05639219284057617; None; 1768397773.744904; None
[-0.48121515, 0.        ]; False; -110.0; 110; None; None; 0; 0.032637834548950195; None; 1768397773.802297; None
[-0.43034175, 0.        ]; False; -87.0; 87; None; None; 0; 0.028087377548217773; None; 1768397773.8359337; None
[-0.57090527, 0.        ]; False; -139.0; 139; None; None; 0; 0.0525507926940918; None; 1768397773.864021; None
[-0.5186979, 0.       ]; True; -200.0; 200; None; None; 0; 0.06085777282714844; None; 1768397773.9175725; 6.210175275802612
[-0.4180082, 0.       ]; False; -85.0; 85; None; None; 0; 0.024366378784179688; None; 1768397773.9804347; None
[-0.5913866, 0.       ]; False; -107.0; 107; None; None; 0; 0.04217338562011719; None; 1768397774.004801; None
[-0.43545875, 0.        ]; False; -88.0; 88; None; None; 0; 0.024309635162353516; None; 1768397774.0469744; None
[-0.5169232, 0.       ]; True; -200.0; 200; None; None; 0; 0.06422948837280273; None; 1768397774.0753074; 6.367910146713257
[-0.4340392, 0.       ]; False; -87.0; 87; None; None; 0; 0.03344869613647461; None; 1768397774.1415372; None
[-0.5980091, 0.       ]; False; -107.0; 107; None; None; 0; 0.03232240676879883; None; 1768397774.1759856; None
[-0.5269908, 0.       ]; True; -200.0; 200; None; None; 0; 0.06560564041137695; None; 1768397774.209309; 6.501911878585815
[-0.584274, 0.      ]; False; -109.0; 109; None; None; 0; 0.040724992752075195; None; 1768397774.2759156; None
[-0.4694771, 0.       ]; False; -99.0; 99; None; None; 0; 0.029608964920043945; None; 1768397774.3176408; None
[-0.5452302, 0.       ]; True; -200.0; 200; None; None; 0; 0.05942511558532715; None; 1768397774.3482494; 6.640852212905884
[-0.4594696, 0.       ]; False; -94.0; 94; None; None; 0; 0.03453946113586426; None; 1768397774.4090314; None
[-0.4112397, 0.       ]; False; -84.0; 84; None; None; 0; 0.02637648582458496; None; 1768397774.4455707; None
[-0.5746366, 0.       ]; False; -136.0; 136; None; None; 0; 0.04400467872619629; None; 1768397774.4729483; None
[-0.42704433, 0.        ]; False; -86.0; 86; None; None; 0; 0.03970170021057129; None; 1768397774.5183647; None
[-0.58810717, 0.        ]; False; -108.0; 108; None; None; 0; 0.04702329635620117; None; 1768397774.559268; None
[-0.5238459, 0.       ]; True; -200.0; 200; None; None; 0; 0.06777453422546387; None; 1768397774.6079996; 6.900602340698242
[-0.5140452, 0.       ]; True; -200.0; 200; None; None; 0; 0.09526371955871582; None; 1768397774.6768384; 6.969441175460815
[-0.5022301, 0.       ]; True; -200.0; 200; None; None; 0; 0.1076204776763916; None; 1768397774.7750766; 7.067679405212402
[-0.40470752, 0.        ]; False; -83.0; 83; None; None; 0; 0.048053741455078125; None; 1768397774.885907; None
[-0.44486177, 0.        ]; False; -90.0; 90; None; None; 0; 0.04772591590881348; None; 1768397774.9339607; None
[-0.5382285, 0.       ]; True; -200.0; 200; None; None; 0; 0.07301044464111328; None; 1768397774.982687; 7.27528977394104
[-0.54603267, 0.        ]; True; -200.0; 200; None; None; 0; 0.07246541976928711; None; 1768397775.0556974; 7.348300218582153
[-0.42737597, 0.        ]; False; -86.0; 86; None; None; 0; 0.03021407127380371; None; 1768397775.1305337; None
[-0.42373857, 0.        ]; False; -86.0; 86; None; None; 0; 0.031429290771484375; None; 1768397775.1644654; None
[-0.4978587, 0.       ]; False; -158.0; 158; None; None; 0; 0.0541539192199707; None; 1768397775.196821; None
[-0.53114086, 0.        ]; True; -200.0; 200; None; None; 0; 0.06993818283081055; None; 1768397775.2519798; 7.5445826053619385
[-0.40101653, 0.        ]; False; -83.0; 83; None; None; 0; 0.03086566925048828; None; 1768397775.323921; None
[-0.5368113, 0.       ]; True; -200.0; 200; None; None; 0; 0.07543516159057617; None; 1768397775.3547866; 7.6473894119262695
[-0.56345755, 0.        ]; False; -158.0; 158; None; None; 0; 0.05443739891052246; None; 1768397775.4322214; None
[-0.42398039, 0.        ]; False; -86.0; 86; None; None; 0; 0.031476736068725586; None; 1768397775.4876287; None
[-0.43753293, 0.        ]; False; -88.0; 88; None; None; 0; 0.03312540054321289; None; 1768397775.51943; None
[-0.4664221, 0.       ]; False; -97.0; 97; None; None; 0; 0.03524374961853027; None; 1768397775.5525553; None
[-0.40831727, 0.        ]; False; -84.0; 84; None; None; 0; 0.024005413055419922; None; 1768397775.5888; None
[-0.4148571, 0.       ]; False; -84.0; 84; None; None; 0; 0.02838277816772461; None; 1768397775.6128054; None
[-0.45035028, 0.        ]; False; -91.0; 91; None; None; 0; 0.02991795539855957; None; 1768397775.6421878; None
[-0.42785972, 0.        ]; False; -86.0; 86; None; None; 0; 0.02955341339111328; None; 1768397775.6731076; None
[-0.55057067, 0.        ]; False; -194.0; 194; None; None; 0; 0.06069588661193848; None; 1768397775.7046745; None
[-0.5717507, 0.       ]; False; -138.0; 138; None; None; 0; 0.0461881160736084; None; 1768397775.767427; None
[-0.46598762, 0.        ]; False; -97.0; 97; None; None; 0; 0.029623746871948242; None; 1768397775.814615; None
[-0.45707628, 0.        ]; False; -93.0; 93; None; None; 0; 0.03214311599731445; None; 1768397775.8452408; None
[-0.5665894, 0.       ]; False; -145.0; 145; None; None; 0; 0.04341840744018555; None; 1768397775.8784006; None
[-0.52088857, 0.        ]; True; -200.0; 200; None; None; 0; 0.06664681434631348; None; 1768397775.921819; 8.21442174911499
[-0.41794884, 0.        ]; False; -85.0; 85; None; None; 0; 0.02439260482788086; None; 1768397775.9904077; None
[-0.48771983, 0.        ]; False; -161.0; 161; None; None; 0; 0.04425239562988281; None; 1768397776.0148003; None
[-0.48433283, 0.        ]; False; -167.0; 167; None; None; 0; 0.05451154708862305; None; 1768397776.0671263; None
[-0.56117404, 0.        ]; True; -200.0; 200; None; None; 0; 0.06061840057373047; None; 1768397776.1216378; 8.414240598678589
[-0.49479556, 0.        ]; False; -158.0; 158; None; None; 0; 0.052995920181274414; None; 1768397776.1822562; None
[-0.49531305, 0.        ]; False; -157.0; 157; None; None; 0; 0.05068039894104004; None; 1768397776.2352521; None
[-0.58221287, 0.        ]; False; -110.0; 110; None; None; 0; 0.03570055961608887; None; 1768397776.2859325; None
[-0.40361145, 0.        ]; False; -83.0; 83; None; None; 0; 0.023196697235107422; None; 1768397776.321633; None
[-0.48572087, 0.        ]; False; -163.0; 163; None; None; 0; 0.05396580696105957; None; 1768397776.3458297; None
[-0.5987182, 0.       ]; False; -107.0; 107; None; None; 0; 0.036600351333618164; None; 1768397776.4048269; None
[-0.44547015, 0.        ]; False; -90.0; 90; None; None; 0; 0.0286102294921875; None; 1768397776.4424274; None
[-0.40434685, 0.        ]; False; -83.0; 83; None; None; 0; 0.029068946838378906; None; 1768397776.472246; None
[-0.48202598, 0.        ]; False; -112.0; 112; None; None; 0; 0.03551220893859863; None; 1768397776.5033333; None
[-0.5360637, 0.       ]; True; -200.0; 200; None; None; 0; 0.061396121978759766; None; 1768397776.5398455; 8.832448244094849
[-0.56249845, 0.        ]; True; -200.0; 200; None; None; 0; 0.06078624725341797; None; 1768397776.6022427; 8.894845485687256
[-0.46549466, 0.        ]; False; -96.0; 96; None; None; 0; 0.028372526168823242; None; 1768397776.6670566; None
[-0.56097853, 0.        ]; False; -199.0; 199; None; None; 0; 0.06284689903259277; None; 1768397776.695429; None
[-0.4844624, 0.       ]; False; -167.0; 167; None; None; 0; 0.05048632621765137; None; 1768397776.758276; None
[-0.47955218, 0.        ]; False; -109.0; 109; None; None; 0; 0.03635978698730469; None; 1768397776.8103085; None
[-0.40751538, 0.        ]; False; -84.0; 84; None; None; 0; 0.02630925178527832; None; 1768397776.8466682; None
[-0.585547, 0.      ]; False; -108.0; 108; None; None; 0; 0.03494977951049805; None; 1768397776.8734071; None
[-0.5000054, 0.       ]; True; -200.0; 200; None; None; 0; 0.05657076835632324; None; 1768397776.908357; 9.2009596824646
[-0.45118052, 0.        ]; False; -91.0; 91; None; None; 0; 0.029176712036132812; None; 1768397776.9700043; None
[-0.56455463, 0.        ]; False; -153.0; 153; None; None; 0; 0.04655003547668457; None; 1768397776.999181; None
[-0.52238667, 0.        ]; True; -200.0; 200; None; None; 0; 0.06079673767089844; None; 1768397777.0484765; 9.341079235076904
[-0.5874209, 0.       ]; False; -108.0; 108; None; None; 0; 0.032302141189575195; None; 1768397777.1102903; None
[-0.45482382, 0.        ]; False; -92.0; 92; None; None; 0; 0.033388614654541016; None; 1768397777.1435766; None
[-0.5824464, 0.       ]; False; -110.0; 110; None; None; 0; 0.03424572944641113; None; 1768397777.1779654; None
[-0.52098167, 0.        ]; True; -200.0; 200; None; None; 0; 0.05955052375793457; None; 1768397777.2122111; 9.50481390953064
[-0.42529547, 0.        ]; False; -86.0; 86; None; None; 0; 0.025901317596435547; None; 1768397777.2737637; None
[-0.50553995, 0.        ]; True; -200.0; 200; None; None; 0; 0.06015610694885254; None; 1768397777.299665; 9.592267751693726
[-0.4174756, 0.       ]; False; -85.0; 85; None; None; 0; 0.02925872802734375; None; 1768397777.359821; None
[-0.44681656, 0.        ]; False; -90.0; 90; None; None; 0; 0.030586719512939453; None; 1768397777.3900802; None
[-0.4169352, 0.       ]; False; -85.0; 85; None; None; 0; 0.025932788848876953; None; 1768397777.4216664; None
[-0.5745194, 0.       ]; False; -136.0; 136; None; None; 0; 0.044284820556640625; None; 1768397777.4486182; None
[-0.5852874, 0.       ]; False; -108.0; 108; None; None; 0; 0.0352933406829834; None; 1768397777.492903; None
[-0.58593476, 0.        ]; False; -108.0; 108; None; None; 0; 0.03114914894104004; None; 1768397777.5303872; None
[-0.42622915, 0.        ]; False; -86.0; 86; None; None; 0; 0.024088621139526367; None; 1768397777.5655458; None
[-0.47318602, 0.        ]; False; -102.0; 102; None; None; 0; 0.03463625907897949; None; 1768397777.5896344; None
[-0.50068563, 0.        ]; True; -200.0; 200; None; None; 0; 0.06235861778259277; None; 1768397777.6242707; 9.916873455047607
[-0.5672913, 0.       ]; False; -144.0; 144; None; None; 0; 0.04241800308227539; None; 1768397777.6887553; None
[-0.46525332, 0.        ]; False; -96.0; 96; None; None; 0; 0.028247356414794922; None; 1768397777.7372425; None
[-0.5363965, 0.       ]; True; -200.0; 200; None; None; 0; 0.07172608375549316; None; 1768397777.7654898; 10.058092594146729
[-0.45782402, 0.        ]; False; -93.0; 93; None; None; 0; 0.028253555297851562; None; 1768397777.8382165; None
[-0.5079289, 0.       ]; True; -200.0; 200; None; None; 0; 0.06208682060241699; None; 1768397777.86647; 10.159072875976562
[-0.49850604, 0.        ]; False; -159.0; 159; None; None; 0; 0.05688190460205078; None; 1768397777.9305623; None
[-0.44206685, 0.        ]; False; -89.0; 89; None; None; 0; 0.028630733489990234; None; 1768397777.9920282; None
[-0.5814509, 0.       ]; False; -110.0; 110; None; None; 0; 0.035448551177978516; None; 1768397778.020659; None
[-0.4842483, 0.       ]; False; -168.0; 168; None; None; 0; 0.06184720993041992; None; 1768397778.0561075; None
[-0.560553, 0.      ]; False; -199.0; 199; None; None; 0; 0.0607149600982666; None; 1768397778.1189702; None
[-0.43837264, 0.        ]; False; -88.0; 88; None; None; 0; 0.03012537956237793; None; 1768397778.179685; None
[-0.50223076, 0.        ]; True; -200.0; 200; None; None; 0; 0.07395553588867188; None; 1768397778.2098105; 10.502413272857666
[-0.40226093, 0.        ]; False; -83.0; 83; None; None; 0; 0.023317575454711914; None; 1768397778.2847672; None
[-0.56341136, 0.        ]; False; -158.0; 158; None; None; 0; 0.05043196678161621; None; 1768397778.3090844; None
